NPSCompany,NPSIndustry,NPSScore,FortuneYear,FortuneRank,FortuneCompany,FortuneRevenue($ millions),FortuneProfit($ millions)
,,,2015,326,Steel Dynamics,8756,157
,,,2015,327,SunTrust Banks,8707,1774
,,,2015,328,Caesars Entertainment,8679,-2783
,,,2015,329,Targa Resources,8617,102
,,,2015,330,Dollar Tree,8602,599
,,,2015,331,News Corp.,8574,239
,,,2015,332,Ball,8570,470
,,,2015,333,Thrivent Financial for Lutherans,8521,753
,,,2015,334,Masco,8521,856
,,,2015,335,Franklin Resources,8491,2384
,,,2015,336,Avis Budget Group,8485,245
,,,2015,337,Reynolds American,8471,1470
,,,2015,338,Becton Dickinson,8446,1185
,,,2015,339,Priceline Group,8442,2422
,,,2015,340,Broadcom,8428,652
,,,2015,341,Tenneco,8420,226
,,,2015,342,Campbell Soup,8405,818
,,,2015,343,AECOM,8357,230
,,,2015,344,Visteon,8343,-295
,,,2015,345,Delek US Holdings,8324,199
,,,2015,346,Dover,8322,775
,,,2015,347,BorgWarner,8305,656
,,,2015,348,Jarden,8287,243
,,,2015,349,UGI,8277,337
,,,2015,350,Murphy Oil,8263,906
,,,2015,351,PVH,8241,439
,,,2015,352,Core-Mark Holding,8170,43
,,,2015,353,Calpine,8030,946
,,,2015,354,D.R. Horton,8025,534
,,,2015,355,Weyerhaeuser,7976,1826
,,,2015,356,KKR,7972,478
,,,2015,357,FMC Technologies,7943,700
,,,2015,358,American Family Insurance Group,7933,515
,,,2015,359,SpartanNash,7916,59
,,,2015,360,WESCO International,7890,276
,,,2015,361,Quanta Services,7851,297
,,,2015,362,Mohawk Industries,7803,532
,,,2015,363,Motorola Solutions,7785,1299
,,,2015,364,Lennar,7780,639
,,,2015,365,TravelCenters of America,7779,61
,,,2015,366,Sealed Air,7751,258
,,,2015,367,Eversource Energy,7742,820
,,,2015,368,Coca-Cola Enterprises,7680,663
,,,2015,369,Celgene,7670,2000
,,,2015,370,Williams,7637,2114
,,,2015,371,Ashland,7621,233
,,,2015,372,Interpublic Group,7537,477
,,,2015,373,Blackstone Group,7485,1585
,,,2015,374,Ralph Lauren,7450,776
,,,2015,375,Quest Diagnostics,7435,556
,,,2015,376,Hershey,7422,847
,,,2015,377,Terex,7404,319
,,,2015,378,Boston Scientific,7380,-119
,,,2015,379,Newmont Mining,7292,508
,,,2015,380,Allergan,7238,1524
,,,2015,381,Oâ€™Reilly Automotive,7216,778
,,,2015,382,Caseyâ€™s General Stores,7194,127
,,,2015,383,CMS Energy,7179,477
,,,2015,384,Foot Locker,7151,520
,,,2015,385,W.R. Berkley,7129,649
,,,2015,386,PetSmart,7112,426
,,,2015,387,Pacific Life,7073,540
,,,2015,388,Commercial Metals,7057,116
,,,2015,389,Agilent Technologies,6981,504
,,,2015,390,Huntington Ingalls Industries,6957,338
,,,2015,391,Mutual of Omaha Insurance,6878,292
,,,2015,392,Live Nation Entertainment,6867,-91
,,,2015,393,Dickâ€™s Sporting Goods,6815,344
,,,2015,394,Oshkosh,6808,309
,,,2015,395,Celanese,6802,624
,,,2015,396,Spirit AeroSystems Holdings,6799,359
,,,2015,397,United Natural Foods,6794,126
,,,2015,398,Peabody Energy,6792,-787
,,,2015,399,Owens-Illinois,6784,75
,,,2015,400,Dillardâ€™s,6780,332
,,,2015,401,Level 3 Communications,6777,314
,,,2015,402,Pantry,6765,13
,,,2015,403,LKQ,6740,382
,,,2015,404,Integrys Energy Group,6731,277
,,,2015,405,Symantec,6676,898
,,,2015,406,Buckeye Partners,6646,273
,,,2015,407,Ryder System,6639,219
,,,2015,408,SanDisk,6628,1007
,,,2015,409,Rockwell Automation,6624,827
,,,2015,410,Dana Holding,6617,319
,,,2015,411,Lansing Trade Group,6614,58
,,,2015,412,NCR,6591,191
,,,2015,413,Expeditors International of Washington,6565,377
,,,2015,414,Omnicare,6551,145
,,,2015,415,AK Steel Holding,6506,-97
,,,2015,416,Fifth Third Bancorp,6503,1481
,,,2015,417,Seaboard,6473,365
,,,2015,418,NiSource,6471,530
,,,2015,419,Cablevision Systems,6461,311
,,,2015,420,Anixter International,6446,195
,,,2015,421,EMCOR Group,6444,169
,,,2015,422,Fidelity National Information Services,6417,679
,,,2015,423,Barnes & Noble,6381,-47
,,,2015,424,KBR,6366,-1262
,,,2015,425,Auto-Owners Insurance,6337,564
,,,2015,426,Jones Financial,6333,770
,,,2015,427,Avery Dennison,6330,249
,,,2015,428,NetApp,6325,638
,,,2015,429,iHeartMedia,6319,-794
,,,2015,430,Discovery Communications,6265,1139
,,,2015,431,Harley-Davidson,6229,845
,,,2015,432,Sanmina,6215,197
,,,2015,433,Trinity Industries,6170,678
,,,2015,434,J.B. Hunt Transport Services,6165,375
,,,2015,435,Charles Schwab,6156,1321
,,,2015,436,Erie Insurance Group,6124,168
,,,2015,437,Dr Pepper Snapple Group,6121,703
,,,2015,438,Ameren,6054,586
,,,2015,439,Mattel,6024,499
,,,2015,440,Laboratory Corp. of America,6012,511
,,,2015,441,TEGNA,6008,1062
,,,2015,442,Starwood Hotels & Resorts,5983,633
,,,2015,443,General Cable,5980,-628
,,,2015,444,A-Mark Precious Metals,5979,8
,,,2015,445,Graybar Electric,5979,87
,,,2015,446,Energy Future Holdings,5978,-6406
,,,2015,447,HRG Group,5963,-10
,,,2015,448,MRC Global,5933,144
,,,2015,449,Spectra Energy,5903,1082
,,,2015,450,Asbury Automotive Group,5868,112
,,,2015,451,Packaging Corp. of America,5853,393
,,,2015,452,Windstream Holdings,5830,-40
,,,2015,453,PulteGroup,5822,474
,,,2015,454,JetBlue Airways,5817,401
,,,2015,455,Newell Brands,5810,378
,,,2015,456,Con-way,5806,137
,,,2015,457,Calumet Specialty Products Partners,5791,-112
,,,2015,458,Expedia,5764,398
,,,2015,459,American Financial Group,5713,452
,,,2015,460,Tractor Supply,5712,371
,,,2015,461,United Rentals,5685,540
,,,2015,462,Ingredion,5668,355
,,,2015,463,Navient,5637,1149
,,,2015,464,MeadWestvaco,5631,263
,,,2015,465,AGL Resources,5628,482
,,,2015,466,St. Jude Medical,5622,1002
,,,2015,467,J.M. Smucker,5611,565
,,,2015,468,Western Union,5607,852
,,,2015,469,Clorox,5591,558
,,,2015,470,Domtar,5563,431
,,,2015,471,Kelly Services,5563,24
,,,2015,472,Old Republic International,5531,410
,,,2015,473,Advanced Micro Devices,5506,-403
,,,2015,474,Netflix,5505,267
,,,2015,475,Booz Allen Hamilton Holding,5479,232
,,,2015,476,Quintiles Transnational Holdings,5460,356
,,,2015,477,Wynn Resorts,5434,732
,,,2015,478,Jones Lang LaSalle,5430,386
,,,2015,479,Regions Financial,5428,1155
,,,2015,480,CH2M Hill,5414,-182
,,,2015,481,Western & Southern Financial Group,5404,790
,,,2015,482,Lithia Motors,5403,139
,,,2015,483,salesforce.com,5374,-263
,,,2015,484,Alaska Air Group,5368,605
,,,2015,485,Host Hotels & Resorts,5354,732
,,,2015,486,Harman International Industries,5349,235
,,,2015,487,Amphenol,5346,709
,,,2015,488,Realogy Holdings,5328,143
,,,2015,489,Essendant,5327,119
,,,2015,490,Hanesbrands,5325,405
,,,2015,491,Kindred Healthcare,5325,-80
,,,2015,492,ARRIS Group,5323,327
,,,2015,493,Insight Enterprises,5316,76
,,,2015,494,Alliance Data Systems,5303,506
,,,2015,495,LifePoint Health,5301,126
,,,2015,496,Pioneer Natural Resources,5293,930
,,,2015,497,Wyndham Worldwide,5281,529
,,,2015,498,Owens Corning,5276,226
,,,2015,499,Alleghany,5232,679
,,,2015,500,McGraw Hill Financial,5190,-115
,,,2016,1,Walmart,482130,14694
,,,2016,2,Exxon Mobil,246204,16150
,,,2016,3,Apple,233715,53394
,,,2016,4,Berkshire Hathaway,210821,24083
,,,2016,5,McKesson,181241,1476
,,,2016,6,UnitedHealth Group,157107,5813
,,,2016,7,CVS Health,153290,5237
,,,2016,8,General Motors,152356,9687
,,,2016,9,Ford Motor,149558,7373
,,,2016,10,AT&T,146801,13345
,,,2016,11,General Electric,140389,-6126
,,,2016,12,AmerisourceBergen,135962,-135
,,,2016,13,Verizon,131620,17879
,,,2016,14,Chevron,131118,4587
,,,2016,15,Costco,116199,2377
,,,2016,16,Fannie Mae,110359,10954
,,,2016,17,Kroger,109830,2039
,,,2016,18,Amazon.com,107006,596
,,,2016,19,Walgreens,103444,4220
,,,2016,20,HP,103355,4554
,,,2016,21,Cardinal Health,102531,1215
,,,2016,22,Express Scripts Holding,101752,2476
,,,2016,23,JP Morgan Chase,101006,24442
,,,2016,24,Boeing,96114,5176
,,,2016,25,Microsoft,93580,12193
,,,2016,26,Bank of America Corp.,93056,15888
,,,2016,27,Wells Fargo,90033,22894
,,,2016,28,Home Depot,88519,7009
,,,2016,29,Citigroup,88275,17242
,,,2016,30,Phillips 66,87169,4227
,,,2016,31,IBM,82461,13190
,,,2016,32,Valero Energy,81824,3990
,,,2016,33,Anthem,79157,2560
,,,2016,34,Procter & Gamble,78756,7036
,,,2016,35,State Farm Insurance Cos.,75697,6229
,,,2016,36,Alphabet,74989,16348
,,,2016,37,Comcast,74510,8163
,,,2016,38,Target,73785,3363
,,,2016,39,Johnson & Johnson,70074,15409
,,,2016,40,MetLife,69951,5310
,,,2016,41,Archer Daniels Midland,67702,1849
,,,2016,42,Marathon Petroleum,64566,2852
,,,2016,43,Freddie Mac,63491,6376
,,,2016,44,PepsiCo,63056,5452
,,,2016,45,United Technologies,61047,7608
,,,2016,46,Aetna,60337,2390
,,,2016,47,Loweâ€™s,59074,2546
,,,2016,48,UPS,58363,4844
,,,2016,49,AIG,58327,2196
,,,2016,50,Prudential Financial,57119,5642
,,,2016,51,Intel,55355,11420
,,,2016,52,Humana,54289,1276
,,,2016,53,Disney,52465,8382
,,,2016,54,Cisco Systems,49161,8981
,,,2016,55,Pfizer,48851,6960
,,,2016,56,Dow Chemical,48778,7685
,,,2016,57,Sysco,48681,687
,,,2016,58,FedEx,47453,1050
,,,2016,59,Caterpillar,47011,2102
,,,2016,60,Lockheed Martin,46132,3605
,,,2016,61,New York Life Insurance,45891,257
,,,2016,62,Coca-Cola,44294,7351
,,,2016,63,HCA Holdings,43591,2129
,,,2016,64,Ingram Micro,43026,215
,,,2016,65,Energy Transfer Equity,42126,1189
,,,2016,66,Tyson Foods,41373,1220
,,,2016,67,American Airlines Group,40990,7610
,,,2016,68,Delta Air Lines,40704,4526
,,,2016,69,Nationwide,40222,581
,,,2016,70,Johnson Controls,40204,1563
,,,2016,71,Best Buy,39745,897
,,,2016,72,Merck,39498,4442
,,,2016,73,Liberty Mutual Insurance Group,39450,514
,,,2016,74,Goldman Sachs Group,39208,6083
,,,2016,75,Honeywell International,38581,4768
,,,2016,76,Massachusetts Mutual Life Insurance,38243,1425
,,,2016,77,Oracle,38226,9938
,,,2016,78,Morgan Stanley,37897,6127
,,,2016,79,Cigna,37876,2094
,,,2016,80,United Continental Holdings,37864,7340
,,,2016,81,Allstate,35653,2171
,,,2016,82,TIAA,35181,1214
,,,2016,83,INTL FCStone,34693,56
,,,2016,84,CHS,34582,781
,,,2016,85,American Express,34441,5163
,,,2016,86,Gilead Sciences,32639,18108
,,,2016,87,Publix Super Markets,32619,1965
,,,2016,88,General Dynamics,31469,2965
,,,2016,89,TJX,30945,2278
,,,2016,90,ConocoPhillips,30935,-4428
,,,2016,91,Nike,30601,3273
,,,2016,92,World Fuel Services,30380,187
,,,2016,93,3M,30274,4833
,,,2016,94,Mondelez International,29636,7267
,,,2016,95,Exelon,29447,2269
,,,2016,96,Fox,28987,8306
,,,2016,97,Deere,28863,1940
,,,2016,98,Tesoro,28150,1540
,,,2016,99,Time Warner,28118,3833
,,,2016,100,Northwestern Mutual,28111,815
,,,2016,101,DuPont,27940,1953
,,,2016,102,Avnet,27925,572
,,,2016,103,Macyâ€™s,27079,1072
,,,2016,104,Enterprise Products Partners,27028,2521
,,,2016,105,Travelers Cos.,26800,3439
,,,2016,106,Philip Morris International,26794,6873
,,,2016,107,Rite Aid,26528,2109
,,,2016,108,Tech Data,26380,266
,,,2016,109,McDonaldâ€™s,25413,4529
,,,2016,110,Qualcomm,25281,5271
,,,2016,111,Sears Holdings,25146,-1129
,,,2016,112,Capital One Financial,25098,4050
,,,2016,113,EMC,24704,1990
,,,2016,114,USAA,24361,2272
,,,2016,115,Duke Energy,24002,2816
,,,2016,116,Time Warner Cable,23697,1844
,,,2016,117,Halliburton,23633,-671
,,,2016,118,Northrop Grumman,23526,1990
,,,2016,119,Arrow Electronics,23282,498
,,,2016,120,Raytheon,23247,2074
,,,2016,121,Plains GP Holdings,23152,118
,,,2016,122,US Foods,23128,168
,,,2016,123,AbbVie,22859,5144
,,,2016,124,Centene,22795,355
,,,2016,125,Community Health Systems,22678,158
,,,2016,126,Arconic,22534,-322
,,,2016,127,International Paper,22365,938
,,,2016,128,Emerson Electric,22304,2710
,,,2016,129,Union Pacific,21813,4772
,,,2016,130,Amgen,21662,6939
,,,2016,131,U.S. Bancorp,21494,5879
,,,2016,132,Staples,21059,379
,,,2016,133,Danaher,20909,3357
,,,2016,134,Whirlpool,20891,783
,,,2016,135,Aflac,20872,2533
,,,2016,136,AutoNation,20862,443
,,,2016,137,Progressive,20854,1268
,,,2016,138,Abbott Laboratories,20661,4423
,,,2016,139,Dollar General,20369,1165
,,,2016,140,Tenet Healthcare,20111,-140
,,,2016,141,Eli Lilly,19959,2408
,,,2016,142,Southwest Airlines,19820,2181
,,,2016,143,Penske Automotive Group,19361,326
,,,2016,144,ManpowerGroup,19330,419
,,,2016,145,Kohlâ€™s,19204,673
,,,2016,146,Starbucks,19163,2757
,,,2016,147,Paccar,19115,1604
,,,2016,148,Cummins,19110,1399
,,,2016,149,Altria Group,18854,5241
,,,2016,150,Xerox,18664,474
,,,2016,151,Kimberly-Clark,18591,1013
,,,2016,152,Hartford Financial Services Group,18377,1682
,,,2016,153,Kraft Heinz,18338,634
,,,2016,154,Lear,18211,746
,,,2016,155,Fluor,18114,413
,,,2016,156,AECOM,17990,-155
,,,2016,157,Facebook,17928,3688
,,,2016,158,Jabil Circuit,17914,284
,,,2016,159,CenturyLink,17900,878
,,,2016,160,Supervalu,17820,192
,,,2016,161,General Mills,17630,1221
,,,2016,162,Southern,17489,2367
,,,2016,163,NextEra Energy,17486,2752
,,,2016,164,Thermo Fisher Scientific,16965,1975
,,,2016,165,American Electric Power,16900,2047
,,,2016,166,PG&E Corp.,16833,874
,,,2016,167,NGL Energy Partners,16802,17
,,,2016,168,Bristol-Myers Squibb,16560,1565
,,,2016,169,Goodyear Tire & Rubber,16443,307
,,,2016,170,Nucor,16439,358
,,,2016,171,PNC Financial Services Group,16270,4106
,,,2016,172,Health Net,16244,186
,,,2016,173,Micron Technology,16192,2899
,,,2016,174,Colgate-Palmolive,16034,1384
,,,2016,175,Freeport-McMoRan,15877,-12236
,,,2016,176,ConAgra Foods,15849,-253
,,,2016,177,Gap,15797,920
,,,2016,178,Baker Hughes,15742,-1967
,,,2016,179,Bank of New York Mellon Corp.,15523,3158
,,,2016,180,Dollar Tree,15498,282
,,,2016,181,Whole Foods Market,15389,536
,,,2016,182,PPG Industries,15330,1406
,,,2016,183,Genuine Parts,15280,706
,,,2016,184,Icahn Enterprises,15272,-1194
,,,2016,185,Performance Food Group,15270,57
,,,2016,186,Omnicom Group,15134,1094
,,,2016,187,DISH Network,15069,747
,,,2016,188,FirstEnergy,15026,578
,,,2016,189,Monsanto,15001,2314
,,,2016,190,AES,14963,306
,,,2016,191,CarMax,14874,597
,,,2016,192,National Oilwell Varco,14757,-769
,,,2016,193,NRG Energy,14674,-6382
,,,2016,194,Western Digital,14572,1465
,,,2016,195,Marriott International,14486,859
,,,2016,196,Office Depot,14485,8
,,,2016,197,Nordstrom,14437,600
,,,2016,198,Kinder Morgan,14403,253
,,,2016,199,Aramark,14329,236
,,,2016,200,DaVita,14210,270
,,,2016,201,Molina Healthcare,14178,143
,,,2016,202,WellCare Health Plans,13890,119
,,,2016,203,CBS,13886,1413
,,,2016,204,Visa,13880,6328
,,,2016,205,Lincoln National,13572,1154
,,,2016,206,Ecolab,13545,1002
,,,2016,207,Kellogg,13525,614
,,,2016,208,C.H. Robinson Worldwide,13476,510
,,,2016,209,Textron,13423,697
,,,2016,210,Loews,13415,260
,,,2016,211,Illinois Tool Works,13405,1899
,,,2016,212,Synnex,13338,209
,,,2016,213,Viacom,13268,1922
,,,2016,214,HollyFrontier,13238,740
,,,2016,215,Land Oâ€™Lakes,13161,308
,,,2016,216,Devon Energy,13145,-14454
,,,2016,217,PBF Energy,13124,146
,,,2016,218,Yum Brands,13105,1293
,,,2016,219,Texas Instruments,13000,2986
,,,2016,220,CDW,12989,403
,,,2016,221,Waste Management,12961,753
,,,2016,222,Marsh & McLennan,12893,1599
,,,2016,223,Chesapeake Energy,12764,-14685
,,,2016,224,Parker-Hannifin,12712,1012
,,,2016,225,Occidental Petroleum,12699,-7829
,,,2016,226,Guardian Life Ins. Co. of America,12628,411
,,,2016,227,Farmers Insurance Exchange,12626,-114
,,,2016,228,J.C. Penney,12625,-513
,,,2016,229,Consolidated Edison,12554,1193
,,,2016,230,Cognizant Technology Solutions,12416,1624
,,,2016,231,VF,12377,1232
,,,2016,232,Ameriprise Financial,12200,1562
,,,2016,233,Computer Sciences,12183,-8
,,,2016,234,L Brands,12154,1253
,,,2016,235,Jacobs Engineering Group,12115,303
,,,2016,236,Principal Financial Group,11964,1234
,,,2016,237,Ross Stores,11940,1021
,,,2016,238,Bed Bath & Beyond,11881,958
,,,2016,239,CSX,11811,1968
,,,2016,240,Toys â€œRâ€ Us,11802,-130
,,,2016,241,Las Vegas Sands,11689,1966
,,,2016,242,Leucadia National,11684,284
,,,2016,243,Dominion Resources,11683,1899
,,,2016,244,United States Steel,11574,-1642
,,,2016,245,L-3 Communications,11554,-240
,,,2016,246,Edison International,11524,1020
,,,2016,247,Entergy,11513,-177
,,,2016,248,ADP,11477,1453
,,,2016,249,First Data,11451,-1481
,,,2016,250,BlackRock,11401,3345
,,,2016,251,WestRock,11381,507
,,,2016,252,Voya Financial,11341,408
,,,2016,253,Sherwin-Williams,11339,1054
,,,2016,254,Hilton Worldwide Holdings,11272,1404
,,,2016,255,R.R. Donnelley & Sons,11257,151
,,,2016,256,Stanley Black & Decker,11211,884
,,,2016,257,Xcel Energy,11025,985
,,,2016,258,Murphy USA,10885,176
,,,2016,259,CBRE Group,10856,547
,,,2016,260,D.R. Horton,10824,751
,,,2016,261,Estee Lauder,10780,1089
,,,2016,262,Praxair,10776,1547
,,,2016,263,Biogen,10764,3547
,,,2016,264,State Street Corp.,10760,1980
,,,2016,265,Unum Group,10731,867
,,,2016,266,Reynolds American,10675,3253
,,,2016,267,Group 1 Automotive,10633,94
,,,2016,268,Henry Schein,10630,479
,,,2016,269,Hertz Global Holdings,10535,273
,,,2016,270,Norfolk Southern,10511,1556
,,,2016,271,Reinsurance Group of America,10418,502
,,,2016,272,Public Service Enterprise Group,10415,1679
,,,2016,273,BB&T Corp.,10346,2084
,,,2016,274,DTE Energy,10337,727
,,,2016,275,Assurant,10326,142
,,,2016,276,Global Partners,10315,44
,,,2016,277,Huntsman,10299,93
,,,2016,278,Becton Dickinson,10282,695
,,,2016,279,Sempra Energy,10231,1349
,,,2016,280,AutoZone,10187,1160
,,,2016,281,Navistar International,10140,-184
,,,2016,282,Precision Castparts,10056,1530
,,,2016,283,Discover Financial Services,10002,2297
,,,2016,284,Liberty Interactive,9989,869
,,,2016,285,W.W. Grainger,9973,769
,,,2016,286,Baxter International,9968,968
,,,2016,287,Stryker,9946,1439
,,,2016,288,Air Products & Chemicals,9895,1278
,,,2016,289,Western Refining,9787,407
,,,2016,290,Universal Health Services,9785,681
,,,2016,291,Owens & Minor,9773,103
,,,2016,292,Charter Communications,9754,-271
,,,2016,293,Advance Auto Parts,9737,473
,,,2016,294,MasterCard,9667,3808
,,,2016,295,Applied Materials,9659,1377
,,,2016,296,Eastman Chemical,9648,848
,,,2016,297,Sonic Automotive,9624,86
,,,2016,298,Ally Financial,9539,1289
,,,2016,299,CST Brands,9499,149
,,,2016,300,eBay,9496,1725
,,,2016,301,Lennar,9474,803
,,,2016,302,GameStop,9364,403
,,,2016,303,Reliance Steel & Aluminum,9351,312
,,,2016,304,Hormel Foods,9264,686
,,,2016,305,Celgene,9256,1602
,,,2016,306,Genworth Financial,9249,-615
,,,2016,307,PayPal Holdings,9248,1228
,,,2016,308,Priceline Group,9224,2551
,,,2016,309,MGM Resorts International,9190,-448
,,,2016,310,Autoliv,9170,457
,,,2016,311,Fidelity National Financial,9132,527
,,,2016,312,Republic Services,9115,750
,,,2016,313,Corning,9111,1339
,,,2016,314,Peter Kiewit Sonsâ€™,8992,251
,,,2016,315,Univar,8982,17
,,,2016,316,Mosaic,8895,1000
,,,2016,317,Core-Mark Holding,8858,52
,,,2016,318,Thrivent Financial for Lutherans,8789,769
,,,2016,319,Cameron International,8782,501
,,,2016,320,HD Supply Holdings,8779,1472
,,,2016,321,Crown Holdings,8762,393
,,,2016,322,EOG Resources,8757,-4525
,,,2016,323,Veritiv,8718,27
,,,2016,324,Anadarko Petroleum,8698,-6692
